"Geography","Geographic Area Name","Total"
"1400000US36061017200","Census Tract 172; New York County; New York","5441"
"1400000US36061017300","Census Tract 173; New York County; New York","8699"
"1400000US36061017401","Census Tract 174.01; New York County; New York","5449"
"1400000US36061017402","Census Tract 174.02; New York County; New York","2276"
"1400000US36061017500","Census Tract 175; New York County; New York","11110"
"1400000US36061017700","Census Tract 177; New York County; New York","9382"
"1400000US36061017800","Census Tract 178; New York County; New York","3860"
"1400000US36061017900","Census Tract 179; New York County; New York","9103"
"1400000US36061018000","Census Tract 180; New York County; New York","7429"
"1400000US36061018100","Census Tract 181; New York County; New York","8941"
"1400000US36061018200","Census Tract 182; New York County; New York","7675"
"1400000US36061018300","Census Tract 183; New York County; New York","8534"
"1400000US36061018400","Census Tract 184; New York County; New York","7820"
"1400000US36061018500","Census Tract 185; New York County; New York","5243"
"1400000US36061018600","Census Tract 186; New York County; New York","5127"
"1400000US36061018700","Census Tract 187; New York County; New York","9383"
"1400000US36061018800","Census Tract 188; New York County; New York","5697"
"1400000US36061018900","Census Tract 189; New York County; New York","11556"
"1400000US36061019000","Census Tract 190; New York County; New York","3679"
"1400000US36061019100","Census Tract 191; New York County; New York","9005"
"1400000US36061019200","Census Tract 192; New York County; New York","3971"
"1400000US36061019300","Census Tract 193; New York County; New York","8736"
"1400000US36061019400","Census Tract 194; New York County; New York","6978"
"1400000US36061019500","Census Tract 195; New York County; New York","7828"
"1400000US36061019600","Census Tract 196; New York County; New York","4031"
"1400000US36061019701","Census Tract 197.01; New York County; New York","1278"
"1400000US36061019702","Census Tract 197.02; New York County; New York","2601"
"1400000US36061019800","Census Tract 198; New York County; New York","2370"
"1400000US36061019900","Census Tract 199; New York County; New York","9598"
"1400000US36061020000","Census Tract 200; New York County; New York","2855"
"1400000US36061020101","Census Tract 201.01; New York County; New York","1863"
"1400000US36061020102","Census Tract 201.02; New York County; New York","4077"
"1400000US36061020300","Census Tract 203; New York County; New York","3874"
"1400000US36061020500","Census Tract 205; New York County; New York","5023"
"1400000US36061020600","Census Tract 206; New York County; New York","3628"
"1400000US36061020701","Census Tract 207.01; New York County; New York","3035"
"1400000US36061020800","Census Tract 208; New York County; New York","5255"
"1400000US36061020901","Census Tract 209.01; New York County; New York","3665"
"1400000US36061021000","Census Tract 210; New York County; New York","6748"
"1400000US36061021100","Census Tract 211; New York County; New York","10529"
"1400000US36061021200","Census Tract 212; New York County; New York","4899"
"1400000US36061021303","Census Tract 213.03; New York County; New York","5583"
"1400000US36061021400","Census Tract 214; New York County; New York","3075"
"1400000US36061021500","Census Tract 215; New York County; New York","3856"
"1400000US36061021600","Census Tract 216; New York County; New York","8567"
"1400000US36061021703","Census Tract 217.03; New York County; New York","545"
"1400000US36061021800","Census Tract 218; New York County; New York","6530"
"1400000US36061021900","Census Tract 219; New York County; New York","5696"
"1400000US36061022000","Census Tract 220; New York County; New York","6114"
"1400000US36061022102","Census Tract 221.02; New York County; New York","2382"
"1400000US36061022200","Census Tract 222; New York County; New York","3293"
"1400000US36061022301","Census Tract 223.01; New York County; New York","7258"
"1400000US36061022302","Census Tract 223.02; New York County; New York","3101"
"1400000US36061022400","Census Tract 224; New York County; New York","7346"
"1400000US36061022500","Census Tract 225; New York County; New York","9895"
"1400000US36061022600","Census Tract 226; New York County; New York","4890"
"1400000US36061022700","Census Tract 227; New York County; New York","5387"
"1400000US36061022800","Census Tract 228; New York County; New York","5961"
"1400000US36061022900","Census Tract 229; New York County; New York","7975"
"1400000US36061023000","Census Tract 230; New York County; New York","9111"
"1400000US36061023100","Census Tract 231; New York County; New York","6273"
"1400000US36061023200","Census Tract 232; New York County; New York","8061"
"1400000US36061023300","Census Tract 233; New York County; New York","6368"
"1400000US36061023400","Census Tract 234; New York County; New York","5112"
"1400000US36061023501","Census Tract 235.01; New York County; New York","6720"
"1400000US36061023502","Census Tract 235.02; New York County; New York","2206"
"1400000US36061023600","Census Tract 236; New York County; New York","9907"
"1400000US36061023700","Census Tract 237; New York County; New York","6792"
"1400000US36061023802","Census Tract 238.02; New York County; New York","4791"
"1400000US36061023803","Census Tract 238.03; New York County; New York","3625"
"1400000US36061023804","Census Tract 238.04; New York County; New York","3306"
"1400000US36061023900","Census Tract 239; New York County; New York","2675"
"1400000US36061024000","Census Tract 240; New York County; New York","1302"
"1400000US36061024100","Census Tract 241; New York County; New York","7612"
"1400000US36061024200","Census Tract 242; New York County; New York","4448"
"1400000US36061024301","Census Tract 243.01; New York County; New York","3993"
"1400000US36061024302","Census Tract 243.02; New York County; New York","7237"
"1400000US36061024500","Census Tract 245; New York County; New York","13385"
"1400000US36061024700","Census Tract 247; New York County; New York","6521"
"1400000US36061024900","Census Tract 249; New York County; New York","1084"
"1400000US36061025100","Census Tract 251; New York County; New York","2287"
"1400000US36061025300","Census Tract 253; New York County; New York","10081"
"1400000US36061025500","Census Tract 255; New York County; New York","5697"
"1400000US36061025700","Census Tract 257; New York County; New York","4270"
"1400000US36061025900","Census Tract 259; New York County; New York","4029"
"1400000US36061026100","Census Tract 261; New York County; New York","10733"
"1400000US36061026300","Census Tract 263; New York County; New York","7969"
"1400000US36061026500","Census Tract 265; New York County; New York","6850"
"1400000US36061026700","Census Tract 267; New York County; New York","2083"
"1400000US36061026900","Census Tract 269; New York County; New York","7848"
"1400000US36061027100","Census Tract 271; New York County; New York","7623"
"1400000US36061027300","Census Tract 273; New York County; New York","6519"
"1400000US36061027500","Census Tract 275; New York County; New York","3063"
"1400000US36061027700","Census Tract 277; New York County; New York","6423"
"1400000US36061027900","Census Tract 279; New York County; New York","10019"
"1400000US36061028100","Census Tract 281; New York County; New York","3108"
"1400000US36061028300","Census Tract 283; New York County; New York","7740"
"1400000US36061028500","Census Tract 285; New York County; New York","6794"
"1400000US36061028700","Census Tract 287; New York County; New York","3772"
"1400000US36061029100","Census Tract 291; New York County; New York","10509"
"1400000US36061029300","Census Tract 293; New York County; New York","8035"
"1400000US36061029500","Census Tract 295; New York County; New York","7039"
"1400000US36061029700","Census Tract 297; New York County; New York","16"
"1400000US36061029900","Census Tract 299; New York County; New York","3598"
"1400000US36061030300","Census Tract 303; New York County; New York","3691"
"1400000US36061030700","Census Tract 307; New York County; New York","3427"
"1400000US36061030900","Census Tract 309; New York County; New York","8594"
"1400000US36061031100","Census Tract 311; New York County; New York","12"
"1400000US36061031703","Census Tract 317.03; New York County; New York","5847"
"1400000US36061031704","Census Tract 317.04; New York County; New York","10422"
"1400000US36061031900","Census Tract 319; New York County; New York","3"
"1400000US36081000101","Census Tract 1.01; Queens County; New York","4659"
"1400000US36081000102","Census Tract 1.02; Queens County; New York","7484"
"1400000US36081000103","Census Tract 1.03; Queens County; New York","33"
"1400000US36081000104","Census Tract 1.04; Queens County; New York","27"
"1400000US36081000200","Census Tract 2; Queens County; New York","3084"
"1400000US36081000400","Census Tract 4; Queens County; New York","4918"
"1400000US36081000600","Census Tract 6; Queens County; New York","4177"
"1400000US36081000701","Census Tract 7.01; Queens County; New York","3460"
"1400000US36081000702","Census Tract 7.02; Queens County; New York","4260"
"1400000US36081000800","Census Tract 8; Queens County; New York","3580"
"1400000US36081001000","Census Tract 10; Queens County; New York","3789"
"1400000US36081001200","Census Tract 12; Queens County; New York","4183"
"1400000US36081001400","Census Tract 14; Queens County; New York","4114"
"1400000US36081001600","Census Tract 16; Queens County; New York","3041"
"1400000US36081001800","Census Tract 18; Queens County; New York","3044"
"1400000US36081001901","Census Tract 19.01; Queens County; New York","1434"
"1400000US36081001902","Census Tract 19.02; Queens County; New York","8645"
"1400000US36081001903","Census Tract 19.03; Queens County; New York","2214"
"1400000US36081002000","Census Tract 20; Queens County; New York","1871"
"1400000US36081002200","Census Tract 22; Queens County; New York","2290"
"1400000US36081002400","Census Tract 24; Queens County; New York","2195"
"1400000US36081002500","Census Tract 25; Queens County; New York","7242"
"1400000US36081002600","Census Tract 26; Queens County; New York","2150"
"1400000US36081002800","Census Tract 28; Queens County; New York","3304"
"1400000US36081003000","Census Tract 30; Queens County; New York","1479"
"1400000US36081003100","Census Tract 31; Queens County; New York","2157"
"1400000US36081003200","Census Tract 32; Queens County; New York","1791"
"1400000US36081003301","Census Tract 33.01; Queens County; New York","4399"
"1400000US36081003302","Census Tract 33.02; Queens County; New York","2166"
"1400000US36081003400","Census Tract 34; Queens County; New York","2442"
"1400000US36081003600","Census Tract 36; Queens County; New York","4195"
"1400000US36081003700","Census Tract 37; Queens County; New York","2"
"1400000US36081003800","Census Tract 38; Queens County; New York","2490"
"1400000US36081003900","Census Tract 39; Queens County; New York","1462"
"1400000US36081004001","Census Tract 40.01; Queens County; New York","2403"
"1400000US36081004002","Census Tract 40.02; Queens County; New York","1361"
"1400000US36081004200","Census Tract 42; Queens County; New York","4505"
"1400000US36081004300","Census Tract 43; Queens County; New York","2326"
"1400000US36081004401","Census Tract 44.01; Queens County; New York","3916"
"1400000US36081004500","Census Tract 45; Queens County; New York","3252"
"1400000US36081004700","Census Tract 47; Queens County; New York","4090"
"1400000US36081005000","Census Tract 50; Queens County; New York","0"
"1400000US36081005100","Census Tract 51; Queens County; New York","2512"
"1400000US36081005200","Census Tract 52; Queens County; New York","3080"
"1400000US36081005300","Census Tract 53; Queens County; New York","5397"
"1400000US36081005400","Census Tract 54; Queens County; New York","5609"
"1400000US36081005500","Census Tract 55; Queens County; New York","1367"
"1400000US36081005700","Census Tract 57; Queens County; New York","4277"
"1400000US36081005800","Census Tract 58; Queens County; New York","6194"
"1400000US36081005900","Census Tract 59; Queens County; New York","4231"
"1400000US36081006100","Census Tract 61; Queens County; New York","6291"
"1400000US36081006201","Census Tract 62.01; Queens County; New York","5389"
"1400000US36081006202","Census Tract 62.02; Queens County; New York","6949"
"1400000US36081006300","Census Tract 63; Queens County; New York","5877"
"1400000US36081006501","Census Tract 65.01; Queens County; New York","3645"
"1400000US36081006502","Census Tract 65.02; Queens County; New York","4004"
"1400000US36081006900","Census Tract 69; Queens County; New York","5196"
"1400000US36081007100","Census Tract 71; Queens County; New York","4355"
"1400000US36081007300","Census Tract 73; Queens County; New York","4470"
"1400000US36081007500","Census Tract 75; Queens County; New York","4477"
"1400000US36081007700","Census Tract 77; Queens County; New York","2114"
"1400000US36081007900","Census Tract 79; Queens County; New York","3628"
"1400000US36081008100","Census Tract 81; Queens County; New York","1761"
"1400000US36081008300","Census Tract 83; Queens County; New York","3515"
"1400000US36081008500","Census Tract 85; Queens County; New York","1979"
"1400000US36081008600","Census Tract 86; Queens County; New York","2989"
"1400000US36081008700","Census Tract 87; Queens County; New York","5176"
"1400000US36081008800","Census Tract 88; Queens County; New York","3449"
"1400000US36081009100","Census Tract 91; Queens County; New York","2733"
"1400000US36081009400","Census Tract 94; Queens County; New York","2919"
"1400000US36081009500","Census Tract 95; Queens County; New York","2510"
"1400000US36081009600","Census Tract 96; Queens County; New York","3127"
"1400000US36081009700","Census Tract 97; Queens County; New York","3860"
"1400000US36081009800","Census Tract 98; Queens County; New York","2631"
"1400000US36081009900","Census Tract 99; Queens County; New York","0"
"1400000US36081010000","Census Tract 100; Queens County; New York","3383"
"1400000US36081010100","Census Tract 101; Queens County; New York","2654"
"1400000US36081010200","Census Tract 102; Queens County; New York","2866"
"1400000US36081010300","Census Tract 103; Queens County; New York","4150"
"1400000US36081010400","Census Tract 104; Queens County; New York","3315"
"1400000US36081010500","Census Tract 105; Queens County; New York","4641"
"1400000US36081010600","Census Tract 106; Queens County; New York","3417"
"1400000US36081010701","Census Tract 107.01; Queens County; New York","7"
"1400000US36081010800","Census Tract 108; Queens County; New York","3034"
"1400000US36081011000","Census Tract 110; Queens County; New York","3190"
"1400000US36081011100","Census Tract 111; Queens County; New York","2902"
"1400000US36081011200","Census Tract 112; Queens County; New York","2497"
"1400000US36081011300","Census Tract 113; Queens County; New York","4280"
"1400000US36081011400","Census Tract 114; Queens County; New York","1539"
"1400000US36081011500","Census Tract 115; Queens County; New York","2414"
"1400000US36081011600","Census Tract 116; Queens County; New York","2370"
"1400000US36081011700","Census Tract 117; Queens County; New York","3840"
"1400000US36081011800","Census Tract 118; Queens County; New York","2690"
"1400000US36081011900","Census Tract 119; Queens County; New York","1729"
"1400000US36081012000","Census Tract 120; Queens County; New York","2385"
"1400000US36081012100","Census Tract 121; Queens County; New York","2177"
"1400000US36081012200","Census Tract 122; Queens County; New York","2802"
"1400000US36081012301","Census Tract 123.01; Queens County; New York","3272"
"1400000US36081012400","Census Tract 124; Queens County; New York","2873"
"1400000US36081012500","Census Tract 125; Queens County; New York","1735"
"1400000US36081012601","Census Tract 126.01; Queens County; New York","2596"
"1400000US36081012602","Census Tract 126.02; Queens County; New York","2715"
"1400000US36081012800","Census Tract 128; Queens County; New York","2212"
"1400000US36081013000","Census Tract 130; Queens County; New York","1757"
"1400000US36081013200","Census Tract 132; Queens County; New York","1919"
"1400000US36081013400","Census Tract 134; Queens County; New York","5904"
"1400000US36081013500","Census Tract 135; Queens County; New York","1526"
"1400000US36081013600","Census Tract 136; Queens County; New York","1994"
"1400000US36081013700","Census Tract 137; Queens County; New York","1747"
"1400000US36081013800","Census Tract 138; Queens County; New York","3785"
"1400000US36081014000","Census Tract 140; Queens County; New York","3952"
"1400000US36081014100","Census Tract 141; Queens County; New York","1645"
"1400000US36081014201","Census Tract 142.01; Queens County; New York","4702"
"1400000US36081014202","Census Tract 142.02; Queens County; New York","2870"
"1400000US36081014300","Census Tract 143; Queens County; New York","4007"
"1400000US36081014400","Census Tract 144; Queens County; New York","2005"
"1400000US36081014500","Census Tract 145; Queens County; New York","2368"
"1400000US36081014700","Census Tract 147; Queens County; New York","2933"
"1400000US36081014800","Census Tract 148; Queens County; New York","2186"
"1400000US36081014900","Census Tract 149; Queens County; New York","2477"
"1400000US36081015000","Census Tract 150; Queens County; New York","2418"
"1400000US36081015100","Census Tract 151; Queens County; New York","2675"
"1400000US36081015200","Census Tract 152; Queens County; New York","2638"
"1400000US36081015300","Census Tract 153; Queens County; New York","2131"
"1400000US36081015400","Census Tract 154; Queens County; New York","2390"
"1400000US36081015500","Census Tract 155; Queens County; New York","2344"
"1400000US36081015600","Census Tract 156; Queens County; New York","3210"
"1400000US36081015700","Census Tract 157; Queens County; New York","1655"
"1400000US36081015801","Census Tract 158.01; Queens County; New York","3817"
"1400000US36081015802","Census Tract 158.02; Queens County; New York","4607"
"1400000US36081015900","Census Tract 159; Queens County; New York","4010"
"1400000US36081016100","Census Tract 161; Queens County; New York","2291"
"1400000US36081016300","Census Tract 163; Queens County; New York","4053"
"1400000US36081016400","Census Tract 164; Queens County; New York","3306"
"1400000US36081016600","Census Tract 166; Queens County; New York","3400"
"1400000US36081016800","Census Tract 168; Queens County; New York","2764"
"1400000US36081016900","Census Tract 169; Queens County; New York","5577"
"1400000US36081017000","Census Tract 170; Queens County; New York","2504"
"1400000US36081017101","Census Tract 171.01; Queens County; New York","36"
"1400000US36081017102","Census Tract 171.02; Queens County; New York","27"
"1400000US36081017200","Census Tract 172; Queens County; New York","2224"
"1400000US36081017400","Census Tract 174; Queens County; New York","2423"
"1400000US36081017600","Census Tract 176; Queens County; New York","2181"
"1400000US36081017800","Census Tract 178; Queens County; New York","2084"
"1400000US36081017901","Census Tract 179.01; Queens County; New York","986"
"1400000US36081017902","Census Tract 179.02; Queens County; New York","124"
"1400000US36081018000","Census Tract 180; Queens County; New York","1365"
"1400000US36081018101","Census Tract 181.01; Queens County; New York","3836"
"1400000US36081018102","Census Tract 181.02; Queens County; New York","3800"
"1400000US36081018200","Census Tract 182; Queens County; New York","2540"
"1400000US36081018300","Census Tract 183; Queens County; New York","6044"
"1400000US36081018401","Census Tract 184.01; Queens County; New York","2174"
"1400000US36081018402","Census Tract 184.02; Queens County; New York","2412"
"1400000US36081018501","Census Tract 185.01; Queens County; New York","3502"
"1400000US36081018502","Census Tract 185.02; Queens County; New York","3453"
"1400000US36081018600","Census Tract 186; Queens County; New York","1802"
"1400000US36081018700","Census Tract 187; Queens County; New York","3611"
"1400000US36081018800","Census Tract 188; Queens County; New York","1510"
"1400000US36081018900","Census Tract 189; Queens County; New York","3457"
"1400000US36081019000","Census Tract 190; Queens County; New York","2445"
"1400000US36081019200","Census Tract 192; Queens County; New York","2359"
"1400000US36081019400","Census Tract 194; Queens County; New York","3015"
"1400000US36081019600","Census Tract 196; Queens County; New York","3122"
"1400000US36081019800","Census Tract 198; Queens County; New York","3682"
"1400000US36081019901","Census Tract 199.01; Queens County; New York","1088"
"1400000US36081019902","Census Tract 199.02; Queens County; New York","317"
"1400000US36081019903","Census Tract 199.03; Queens County; New York","0"
"1400000US36081020200","Census Tract 202; Queens County; New York","1693"
"1400000US36081020400","Census Tract 204; Queens County; New York","2278"
"1400000US36081020500","Census Tract 205; Queens County; New York","1184"
"1400000US36081020600","Census Tract 206; Queens County; New York","2046"
"1400000US36081020800","Census Tract 208; Queens County; New York","3513"
"1400000US36081021200","Census Tract 212; Queens County; New York","2812"
"1400000US36081021400","Census Tract 214; Queens County; New York","6673"
"1400000US36081021601","Census Tract 216.01; Queens County; New York","2678"
"1400000US36081021602","Census Tract 216.02; Queens County; New York","1506"
"1400000US36081021603","Census Tract 216.03; Queens County; New York","0"
"1400000US36081021900","Census Tract 219; Queens County; New York","31"
"1400000US36081022001","Census Tract 220.01; Queens County; New York","6551"
"1400000US36081022002","Census Tract 220.02; Queens County; New York","6010"
"1400000US36081022900","Census Tract 229; Queens County; New York","0"
"1400000US36081023000","Census Tract 230; Queens County; New York","1880"
"1400000US36081023200","Census Tract 232; Queens County; New York","5264"
"1400000US36081023501","Census Tract 235.01; Queens County; New York","4403"
"1400000US36081023502","Census Tract 235.02; Queens County; New York","3373"
"1400000US36081023600","Census Tract 236; Queens County; New York","3266"
"1400000US36081023800","Census Tract 238; Queens County; New York","4863"
"1400000US36081024000","Census Tract 240; Queens County; New York","6252"
"1400000US36081024300","Census Tract 243; Queens County; New York","6231"
"1400000US36081024500","Census Tract 245; Queens County; New York","5544"
"1400000US36081024600","Census Tract 246; Queens County; New York","1"
"1400000US36081024700","Census Tract 247; Queens County; New York","1537"
"1400000US36081024900","Census Tract 249; Queens County; New York","5724"
"1400000US36081025100","Census Tract 251; Queens County; New York","5818"
"1400000US36081025301","Census Tract 253.01; Queens County; New York","4510"
"1400000US36081025302","Census Tract 253.02; Queens County; New York","3013"
"1400000US36081025401","Census Tract 254.01; Queens County; New York","3899"
"1400000US36081025402","Census Tract 254.02; Queens County; New York","6180"
"1400000US36081025500","Census Tract 255; Queens County; New York","1603"
"1400000US36081025700","Census Tract 257; Queens County; New York","1648"
"1400000US36081025800","Census Tract 258; Queens County; New York","2289"
"1400000US36081025900","Census Tract 259; Queens County; New York","3542"
"1400000US36081026000","Census Tract 260; Queens County; New York","2915"
"1400000US36081026100","Census Tract 261; Queens County; New York","7802"
"1400000US36081026200","Census Tract 262; Queens County; New York","1652"
"1400000US36081026300","Census Tract 263; Queens County; New York","6631"
"1400000US36081026400","Census Tract 264; Queens County; New York","2736"
"1400000US36081026501","Census Tract 265.01; Queens County; New York","3213"
"1400000US36081026502","Census Tract 265.02; Queens County; New York","1622"
"1400000US36081026600","Census Tract 266; Queens County; New York","1949"
"1400000US36081026700","Census Tract 267; Queens County; New York","6196"
"1400000US36081026901","Census Tract 269.01; Queens County; New York","5210"
"1400000US36081026902","Census Tract 269.02; Queens County; New York","4244"
"1400000US36081027000","Census Tract 270; Queens County; New York","1960"
"1400000US36081027101","Census Tract 271.01; Queens County; New York","5454"
"1400000US36081027102","Census Tract 271.02; Queens County; New York","3112"
"1400000US36081027200","Census Tract 272; Queens County; New York","2065"
"1400000US36081027301","Census Tract 273.01; Queens County; New York","3673"
"1400000US36081027302","Census Tract 273.02; Queens County; New York","4765"
"1400000US36081027400","Census Tract 274; Queens County; New York","1927"
"1400000US36081027500","Census Tract 275; Queens County; New York","6773"
"1400000US36081027600","Census Tract 276; Queens County; New York","1365"
"1400000US36081027701","Census Tract 277.01; Queens County; New York","3448"
"1400000US36081027702","Census Tract 277.02; Queens County; New York","5196"
"1400000US36081027800","Census Tract 278; Queens County; New York","2529"
"1400000US36081027900","Census Tract 279; Queens County; New York","6358"
"1400000US36081028000","Census Tract 280; Queens County; New York","1901"
"1400000US36081028100","Census Tract 281; Queens County; New York","5991"
"1400000US36081028200","Census Tract 282; Queens County; New York","1801"
"1400000US36081028300","Census Tract 283; Queens County; New York","7523"
"1400000US36081028400","Census Tract 284; Queens County; New York","3766"
"1400000US36081028500","Census Tract 285; Queens County; New York","4858"
"1400000US36081028700","Census Tract 287; Queens County; New York","6544"
"1400000US36081028801","Census Tract 288.01; Queens County; New York","2940"
"1400000US36081028802","Census Tract 288.02; Queens County; New York","1952"
"1400000US36081028803","Census Tract 288.03; Queens County; New York","8"
"1400000US36081028900","Census Tract 289; Queens County; New York","5202"
"1400000US36081029100","Census Tract 291; Queens County; New York","7341"
"1400000US36081029300","Census Tract 293; Queens County; New York","1457"
"1400000US36081029400","Census Tract 294; Queens County; New York","8072"
"1400000US36081029500","Census Tract 295; Queens County; New York","3826"
"1400000US36081029700","Census Tract 297; Queens County; New York","2258"
"1400000US36081029900","Census Tract 299; Queens County; New York","5"
"1400000US36081030600","Census Tract 306; Queens County; New York","5287"
"1400000US36081030903","Census Tract 309.03; Queens County; New York","6748"
"1400000US36081030904","Census Tract 309.04; Queens County; New York","3724"
"1400000US36081030905","Census Tract 309.05; Queens County; New York","3424"
"1400000US36081030906","Census Tract 309.06; Queens County; New York","4924"
"1400000US36081031700","Census Tract 317; Queens County; New York","6781"
"1400000US36081032000","Census Tract 320; Queens County; New York","5200"
"1400000US36081032700","Census Tract 327; Queens County; New York","3932"
"1400000US36081032800","Census Tract 328; Queens County; New York","2660"
"1400000US36081032900","Census Tract 329; Queens County; New York","4251"
"1400000US36081033000","Census Tract 330; Queens County; New York","7365"
"1400000US36081033100","Census Tract 331; Queens County; New York","0"
"1400000US36081033401","Census Tract 334.01; Queens County; New York","4196"
"1400000US36081033403","Census Tract 334.03; Queens County; New York","4874"
"1400000US36081033404","Census Tract 334.04; Queens County; New York","4723"
"1400000US36081033405","Census Tract 334.05; Queens County; New York","3653"
"1400000US36081033700","Census Tract 337; Queens County; New York","3765"
"1400000US36081033900","Census Tract 339; Queens County; New York","3481"
"1400000US36081034700","Census Tract 347; Queens County; New York","3688"
"1400000US36081035100","Census Tract 351; Queens County; New York","4178"
"1400000US36081035200","Census Tract 352; Queens County; New York","2550"
"1400000US36081035300","Census Tract 353; Queens County; New York","2828"
"1400000US36081035700","Census Tract 357; Queens County; New York","5593"
"1400000US36081035800","Census Tract 358; Queens County; New York","4508"
"1400000US36081036100","Census Tract 361; Queens County; New York","2706"
"1400000US36081036300","Census Tract 363; Queens County; New York","2462"
"1400000US36081036500","Census Tract 365; Queens County; New York","4142"
"1400000US36081036600","Census Tract 366; Queens County; New York","3003"
"1400000US36081036700","Census Tract 367; Queens County; New York","3099"
"1400000US36081036800","Census Tract 368; Queens County; New York","2513"
"1400000US36081037100","Census Tract 371; Queens County; New York","1917"
"1400000US36081037300","Census Tract 373; Queens County; New York","2887"
"1400000US36081037501","Census Tract 375.01; Queens County; New York","1479"
"1400000US36081037502","Census Tract 375.02; Queens County; New York","2778"
"1400000US36081037600","Census Tract 376; Queens County; New York","6373"
"1400000US36081037700","Census Tract 377; Queens County; New York","4493"
"1400000US36081037900","Census Tract 379; Queens County; New York","6504"
"1400000US36081038100","Census Tract 381; Queens County; New York","6966"
"1400000US36081038301","Census Tract 383.01; Queens County; New York","2"
"1400000US36081038302","Census Tract 383.02; Queens County; New York","44"
"1400000US36081038400","Census Tract 384; Queens County; New York","2720"
"1400000US36081039400","Census Tract 394; Queens County; New York","3332"
"1400000US36081039800","Census Tract 398; Queens County; New York","1688"
"1400000US36081039901","Census Tract 399.01; Queens County; New York","2875"
"1400000US36081039902","Census Tract 399.02; Queens County; New York","2285"
"1400000US36081040000","Census Tract 400; Queens County; New York","1474"
"1400000US36081040101","Census Tract 401.01; Queens County; New York","2847"
"1400000US36081040102","Census Tract 401.02; Queens County; New York","4808"
"1400000US36081040200","Census Tract 402; Queens County; New York","1474"
"1400000US36081040301","Census Tract 403.01; Queens County; New York","2768"
"1400000US36081040302","Census Tract 403.02; Queens County; New York","4760"
"1400000US36081040400","Census Tract 404; Queens County; New York","4270"
"1400000US36081040501","Census Tract 405.01; Queens County; New York","1183"
"1400000US36081040502","Census Tract 405.02; Queens County; New York","2175"
"1400000US36081040701","Census Tract 407.01; Queens County; New York","3162"
"1400000US36081040702","Census Tract 407.02; Queens County; New York","5131"
"1400000US36081040901","Census Tract 409.01; Queens County; New York","1951"
"1400000US36081040902","Census Tract 409.02; Queens County; New York","3534"
"1400000US36081041100","Census Tract 411; Queens County; New York","4532"
"1400000US36081041300","Census Tract 413; Queens County; New York","4752"
"1400000US36081041400","Census Tract 414; Queens County; New York","4526"
"1400000US36081041500","Census Tract 415; Queens County; New York","4365"
"1400000US36081042400","Census Tract 424; Queens County; New York","2295"
"1400000US36081042600","Census Tract 426; Queens County; New York","364"
"1400000US36081042700","Census Tract 427; Queens County; New York","4998"
"1400000US36081043200","Census Tract 432; Queens County; New York","1280"
"1400000US36081043400","Census Tract 434; Queens County; New York","1717"
"1400000US36081043701","Census Tract 437.01; Queens County; New York","3683"
"1400000US36081043702","Census Tract 437.02; Queens County; New York","6998"
"1400000US36081043900","Census Tract 439; Queens County; New York","4931"
"1400000US36081044000","Census Tract 440; Queens County; New York","4783"
"1400000US36081044301","Census Tract 443.01; Queens County; New York","4725"
"1400000US36081044302","Census Tract 443.02; Queens County; New York","5373"
"1400000US36081044400","Census Tract 444; Queens County; New York","4562"
"1400000US36081044601","Census Tract 446.01; Queens County; New York","4013"
"1400000US36081044602","Census Tract 446.02; Queens County; New York","5472"
"1400000US36081044800","Census Tract 448; Queens County; New York","3063"
"1400000US36081045000","Census Tract 450; Queens County; New York","2070"
"1400000US36081045200","Census Tract 452; Queens County; New York","1209"
"1400000US36081045400","Census Tract 454; Queens County; New York","5207"
"1400000US36081045500","Census Tract 455; Queens County; New York","13200"
"1400000US36081045600","Census Tract 456; Queens County; New York","1365"
"1400000US36081045700","Census Tract 457; Queens County; New York","3536"
"1400000US36081045800","Census Tract 458; Queens County; New York","2271"
"1400000US36081045900","Census Tract 459; Queens County; New York","4150"
"1400000US36081046000","Census Tract 460; Queens County; New York","6193"
"1400000US36081046100","Census Tract 461; Queens County; New York","2903"
"1400000US36081046200","Census Tract 462; Queens County; New York","8206"
"1400000US36081046300","Census Tract 463; Queens County; New York","4541"
"1400000US36081046400","Census Tract 464; Queens County; New York","1841"
"1400000US36081046500","Census Tract 465; Queens County; New York","4276"
"1400000US36081046600","Census Tract 466; Queens County; New York","3676"
"1400000US36081046700","Census Tract 467; Queens County; New York","7281"
"1400000US36081046800","Census Tract 468; Queens County; New York","4173"
"1400000US36081046901","Census Tract 469.01; Queens County; New York","4346"
"1400000US36081046902","Census Tract 469.02; Queens County; New York","4102"
"1400000US36081047000","Census Tract 470; Queens County; New York","3343"
"1400000US36081047100","Census Tract 471; Queens County; New York","4785"
"1400000US36081047200","Census Tract 472; Queens County; New York","3861"
"1400000US36081047300","Census Tract 473; Queens County; New York","4863"
"1400000US36081047500","Census Tract 475; Queens County; New York","5489"
"1400000US36081047600","Census Tract 476; Queens County; New York","1374"
"1400000US36081047801","Census Tract 478.01; Queens County; New York","4065"
"1400000US36081047802","Census Tract 478.02; Queens County; New York","1511"
"1400000US36081047900","Census Tract 479; Queens County; New York","6837"
"1400000US36081048000","Census Tract 480; Queens County; New York","2666"
"1400000US36081048100","Census Tract 481; Queens County; New York","6321"
"1400000US36081048200","Census Tract 482; Queens County; New York","1518"
